time,FAIPriceIndex,GDPDeflator,NominalGDPva,NominalRetailGoodsC,NominalFAI,NominalGDP,NominalNetExports,NominalHHC,NominalGovtC,NominalGCF,NominalInvty,AvgNominalWage,logrealHHC,CPI,GFCFPriceIndex,RatioGFCFPrice2CPI,BankLoansTotal,RealGDPva,RealGDP,YER,PCR,GCR,ITR,XTR,MTR,YED,PCD,GCD,ITD,XTD,MTD,YFD,YIN,WIN,GON,TIN,YFN,HICP,CAN_YEN,NFN_YEN,LFN,LNN,UNN,URX,LEN,STN,LTN,COMPR,POILU,PCOMU,YWD,YWDX,YWR,YWRX,LPROD,ULC,WRN,SAX,EEN,EXR,SPREURO,GDPC1,USAPFCEQDSMEI,USAGFCFQDSMEI,USAGFCEQDSMEI,B020RA3Q086SBEA,B021RA3Q086SBEA,LFEMTTTTUSQ647S,DPCCRC1Q027SBEA,CUMFN,IPB50001SQ,LFAC74TTUSQ647S,SLRTTO01USQ661S,WSCNDW01USQ661S,HOHWMN02USQ065S,IPG333SQ,PRMNIG01USQ661S,IPB51200NQ,SLWHTO02USQ189S,A371RX1Q020SBEA,LRHUTTTTUSQ156S,CPALTT01USQ661S,A829RD3Q086SBEA,A006RD3Q086SBEA,A011RD3Q086SBEA,A008RD3Q086SBEA,ULCNFB,ULQEUL01USQ661S,B020RG3Q086SBEA,B021RG3Q086SBEA,OPHNFB,USAHOUREAQISMEI,MABMM301USQ189S,MANMM101USQ189S,CCRETT01USQ661N,IRSTFR01USQ156N,IR3TED01USQ156N,IR3TCD01USQ156N,DPIC96,T5YFFM,T10Y2YM,T10Y3MM,T10YFFM,CPAA,GDPVD,IRL,ITV,MGSVD,PCP,XGSVD,YDRH,SP,PRINTO01,SLRTTO01,JPNCPICORQINMEI,HOHWMN03JPQ661S,BSCURT02JPQ160S,ULQEUL01JPQ661S,LCEAMN01JPQ661S,CCRETT01JPQ661N,CCRETT02JPQ661N,MANMM101JPQ189S,LFACTTTTJPQ647S,LFEMTTTTJPQ647S,LRHUTTTTJPQ156S,ULQELP01JPQ661S,WSCNDW01JPQ661S,JPNPROMANQISMEI,PRMNVG01JPQ661S,PRMNIG01JPQ661S,IR3TCD01JPQ156N,MABMM301JPM189S,SPRJPN01,SPRJPN02,CRUDE_PETRO,CRUDE_DUBAI,NGAS_US,NGAS_EUR,INATGAS,COCOA,COFFEE_ARABIC,COFFEE_ROBUS,TEA_AVG,TEA_COLOMBO,TEA_KOLKATA,TEA_MOMBASA,COCONUT_OIL,COPRA,GRNUT_OIL,PALM_OIL,SOYBEANS,SOYBEAN_OIL,SOYBEAN_MEAL,BARLEY,MAIZE,SORGHUM,RICE_05,WHEAT_US_HRW,BANANA_US,ORANGE,BEEF,CHICKEN,SUGAR_EU,SUGAR_US,SUGAR_WLD,TOBAC_US,LOGS_MYS,SAWNWD_MYS,COTTON_A_INDX,RUBBER1_MYSG,PHOSROCK,DAP,TSP,UREA_EE_BULK,POTASH,ALUMINUM,IRON_ORE,COPPER,LEAD,TIN.1,NICKEL,ZINC,GOLD,PLATINUM,SILVER
1992Q1,-0.057331012,-0.178957485,0.068613533,-0.043692935,-0.262468271,0.090448858,-6.448168315,0.079055757,0.115412084,0.129800708,3.586535233,-0.479762813,-1.264143744,0.000916182,0.004669422,0.013179233,0.016429287,0.463499778,0.485335103,0.014982731,0.006039105,0.00600878,0.017822005,0.014331003,0.029787798,0.006614828,0.007930287,0.009103424,0.004083542,-0.002268714,-0.006281706,0.00777843,0.022384335,0.019711141,0.031296618,0.002220639,0.024675209,0.002568093,-0.004529503,-0.011240238,0.000104918,-0.000961955,0.01208583,0.000979638,-0.001957904,0.117032787,-0.314318,-0.066708235,-0.119122914,0.011913784,0.006131043,-0.002231402,0.005349415,0.012193938,0.163192413,0.004728411,0.020673096,0.005332248,-0.004726009,-0.006458249,-0.431350787,0.011753556,0.024685327,0.011523815,0.014913934,0.017908425,0.007234982,0.00236805,0.029076798,-0.4,-0.00127887,0.004396967,0.011080446,0.132498247,0,-0.01182499,0.008805656,0.003179074,-0.035608796,0.000526177,0.3,-0.001482102,0.008357096,-0.004156016,-0.003511598,-0.000968934,0.006178576,0.008081941,-0.001589916,0.004732453,0.01929665,0.003300333,0.005336189,0.015888157,0.001420455,-0.107117765,-0.178735181,-0.175420778,0.021242107,0.823333333,0.17,0.626666667,0.75,0.015715642,-0.000121846,-0.438606283,-0.023232317,-0.011525488,0.001656108,0.004330073,0.013463466,-0.137642094,-0.020418192,-0.010694537,-0.010096831,-0.0134,-3,-0.003665927,-0.002259888,-0.003973139,-0.014877288,-0.018706221,0.005233577,0.005235696,0,-0.004993471,0.048552338,-0.02287993,-0.038405542,-0.041623965,-1.0367,-0.003563858,0.598093717,-0.438606283,-0.134317547,-0.1198012,-0.377673091,-0.05839222,-0.238241529,-0.100347974,-0.09375497,-0.090384061,-0.088019747,0.048009219,-0.260235094,0.004739345,0.159362575,0.188971863,-0.158304454,0.069546735,0.007037327,-0.086946118,0.009820046,0.00184213,0.050777841,0.085749692,0.019340383,0.121598789,0.327573401,-0.203983054,-0.064206901,-0.006389798,-0.005390849,-0.007017573,-0.10724553,-0.004778439,0.013961435,0.037141279,-0.122194159,0.004106782,0,0.012724265,-0.003050897,-0.066139803,0.003387649,0.096318106,-0.048934018,-0.05823133,-0.012573916,0.00957658,0.044466916,0.066770218,-0.026148896,-0.019280046,0.019592463
1992Q2,0.091914459,0.012598945,0.080633366,-0.004631852,0.123193539,0.064072298,-1.637100614,0.017969061,0.066219169,0.12637283,8.504721776,0.042819431,0.001401563,0.006190518,0.013401428,0.021297592,0.002070247,0.047111867,0.0305508,-0.007662535,0.001135938,0.000927619,-0.014794911,-0.006233018,-0.003514388,0.008370643,0.008574855,0.010583787,0.003997972,0.00279285,-0.000572461,0.008278372,0.001625873,0.009782013,-0.007120478,-0.006644576,0.002550744,-0.000454274,0.002048145,-0.009415279,0.000829339,-0.001541055,0.026901585,0.002172835,-0.001187476,0.129840806,0.096212,0.066222997,0.100088689,0.015424459,0.006976216,0.001426312,0.001160408,-0.003798151,-0.062960708,0.017444548,0.011323068,-0.002756307,-0.002581297,-0.00726477,-0.033628806,0.010955878,0.013508503,0.024211212,0.013542478,0.000480769,0.016317165,0.003799213,0.013676836,1,0.017634386,0.006739699,0.006863445,-0.073835168,0.2,0.032976187,0.013286635,-0.02424536,0.006630118,0.004723179,0.2,0.000891042,0.012423849,0.002006389,0.00994913,-0.000980777,0.000867163,0.004016607,0.000976962,0.003930497,0.008385085,0.008203491,-0.007871876,-0.013191217,0.000202758,-0.056862862,-0.051418915,-0.057444006,0.010409506,0.313333333,0.153333333,0.303333333,0.326666667,0.001572208,0.0032566,0.133879669,0.025893343,-0.000264796,0.006944781,0.004173264,-0.026961788,-0.163508863,-0.02452927,0.002720753,0.017633215,-0.012,-8,-0.002958464,0.001130582,-0.012878785,-0.016596737,-0.006055915,-0.0021786,-0.00242745,0,0.005941788,0.025943467,-0.024403358,-0.040719065,0.005120583,-0.5067,-0.001715283,0.640579669,0.883879669,0.116998913,0.131122075,0.203319704,-0.025150234,0.098660267,-0.182321557,-0.13475314,-0.14518201,0.179087924,0.160824787,0.224064786,0.134712728,-0.10621394,-0.122477032,0.060268836,0.029700953,0.030389079,0.03311816,-0.036488293,0.119387016,-0.032499609,-0.079019856,-0.014393959,-0.120004293,-0.359072069,0.070451661,-0.061536841,0.003200003,0.02139119,-0.021353124,0.204095356,-0.007811332,-0.021758809,0.042178755,0.066691374,0.067352182,0,-0.068393464,0.00332779,0.026705733,0.010035372,0.045922421,0,0.023832307,0.038256901,0.105140456,-0.038303991,0.149296719,-0.034825712,0.013834537,-0.015478924
1992Q3,0.014778575,0.009320528,0.061436101,0.06736943,0.073714399,0.0559725,4.558170356,0.053853113,0.051147987,0.045203423,-7.51672603,0.04823819,0.031147384,0.00613823,0.014743239,0.031472993,-0.010244507,0.037341026,0.031877425,-0.002804215,-0.001815656,0.008665669,-0.019429588,-0.00030939,-0.006540509,0.007655081,0.006711958,0.008144947,0.005788422,-0.000880163,-0.003638804,0.006739493,0.005615305,0.016407158,-0.009559241,0.007241185,0.005434156,-0.005323755,-0.004285707,-0.01599541,-0.001162099,-0.004815018,0.037616579,0.003338402,-0.005486009,0.949320686,0.37603,0.004558666,0.00082954,0.010152355,0.001851271,-0.019913683,0.004403302,-0.000648097,0.020639034,0.019211372,0.021222176,0.003560825,-0.039032927,-0.085924614,-0.573290686,0.009678174,0.01710418,0.008044598,0.019410695,0.020992415,0.01564606,0.002917863,0.018550397,0.2,0.007631258,0.003637975,0.008174432,0.026528887,-0.1,-0.003270473,0.001440843,0.04050166,0.022969629,0.004328688,0,-5.85E-05,0.00793991,0.002910102,0.007265424,0.000664854,0.002646387,0.001068376,-0.000102196,0.012651471,0.009025726,0.004889985,0.00044084,-0.000823925,-0.027438396,-0.155037598,-0.172321473,-0.173619173,0.004356204,-0.53,0.3,-0.14,-0.246666667,0.002002878,0.001152191,-0.553930579,-0.012925401,-0.018593006,0.001973836,0.004018516,0.00247755,-0.035687899,-0.003361335,-0.007843242,-0.019023432,-0.0127,-12,0.001600256,0.003384098,0.005648921,0.016596737,0.012437854,0.0021786,0.001447843,0.1,-0.000236995,0.016549249,-0.003960401,0.005055426,-0.004762481,-0.6366,-0.000733563,0.082669421,-0.053930579,0.016484814,0.024097552,0.269663567,0.029064133,0.173465185,0.128100003,-0.122070944,0.023167059,0.037740328,-0.015642777,0.009165967,0.12419038,-0.20739311,-0.20538683,-0.067441281,-0.034882312,-0.0588405,-0.047313982,0.044598638,-0.028663327,-0.099952312,-0.128134057,-0.017823593,-0.127231381,0.22154227,0.133531393,0.020935866,0.028348355,0.056570351,0.014285957,0.015267472,-0.046172502,-0.002761725,-0.017738547,-0.004975135,0.007633625,-0.035932009,-0.08019402,0.00428207,-0.013966707,0,-0.002999835,0,0.10229061,0.171994875,0.094150807,-0.01177358,-0.003674525,0.023850918,0.027334108,-0.053109825
1992Q4,0.012120394,0.010119057,0.050834609,0.048391403,0.133186175,0.054691434,-11.18757247,0.047118928,0.062107384,0.099867798,-3.008470624,-0.001692006,0.016807958,0.007605242,0.012642427,0.038282013,0.001619867,0.025316226,0.029173052,-0.002001588,0.008210703,0.005567164,-0.00850347,-0.00188616,-0.002336234,0.008179084,0.009396049,0.009948027,0.005160634,0.002813142,0.009594277,0.005707686,0.006916612,-0.000622689,0.012548782,0.024620135,0.004922812,0.001855161,0.004065919,-0.010269174,-0.001245251,-0.004854536,0.035516519,0.003286567,-0.004424672,-0.476744939,-0.03924,-0.052263391,-0.048490557,-0.057922643,0.00340212,0.016889217,0.003667476,0.001141298,0.029354184,0.0013789,0.004231847,-0.005135864,0.011019097,0.088831762,0.437504939,0.009968191,0.018852635,0.023451661,0.006761859,0.005036289,0.023656582,0.000681856,0.019436744,0.1,0.010489892,-0.001523991,0.009453143,0.037038567,0.1,0.002454999,0.004530645,-0.000413628,0.004615749,0.004977167,-0.2,0.001171289,0.00700516,0.00231466,0.013047085,4.36E-05,0.001061532,0.003996275,-0.001864061,-0.008108168,0.006269885,0.00486619,0.00594474,0.013612729,0.037122725,-0.097797743,0.060800199,0.050681486,0.003421085,0.52,-0.17,0.133333333,0.346666667,-0.00165551,-0.006183691,-0.291137336,-0.027699486,-0.011121055,0.002576569,0.012982759,0.014733456,0.016461532,-0.025922369,-0.005340794,0.008583166,0.0026,-17,0.012710689,0.003372684,0.048544628,0.062035391,0.001017629,0.00671912,0.005584873,0.1,-0.012041874,-0.01469686,-0.029191806,-0.032404585,0.002741197,-0.2767,0.00322326,-0.014437336,-0.291137336,-0.052224483,-0.05651221,0.1198012,0.029508235,0.086158935,-0.069831095,0.226452986,0.181048482,-0.017699577,0.022272636,-0.087675167,0.016289953,-0.049118517,-0.05234648,-0.024664927,0.046520016,-0.011611161,0.025099357,0.014434894,0.024489665,-0.046609577,-0.014864081,-0.060651752,0.077933657,-0.36772478,-0.226124179,0.045891993,0.00619197,-0.116533816,0,-0.164303051,-0.103580545,0.127331142,0.00277145,-0.12749337,0.007575794,0,-0.013324566,0.005854641,-0.158143639,-0.005198675,-0.093713342,0,-0.1197893,-0.269530862,-0.154205385,-0.208974847,-0.213798838,-0.026263654,-0.026283517,-0.026317308
1993Q1,0.002889214,0.015256366,0.068071296,0.086892868,0.221297193,0.068795429,-11.14872425,0.069878893,0.057154552,0.105007845,-19.68112508,0.073236177,0.034688915,0.004879008,0.004096379,0.038616997,-0.019705261,0.030788059,0.031512191,-0.006836855,-0.01679793,0.001282832,-0.028622823,-0.002001051,-0.03942577,0.011504571,0.013605244,0.004891831,0.008532644,0.006121947,0.00338194,0.015104982,0.005574237,-0.00062478,0.027271355,-0.045860145,0.01126003,0.005405356,0.008076003,-0.012036049,0.002081412,-0.004804868,0.068342041,0.006237747,-0.002616855,-0.745541084,-0.595685,-0.045902126,-0.053163936,-0.03500941,0.00779021,0.020462362,0.005870721,-0.007145477,-0.020915843,0.006212074,0.004180088,0.00062436,0.025166397,0.06318773,0.149856084,0.001869298,0.009661022,0.005703152,-0.004878974,0.002275072,0.021399912,0.003888621,0.011300472,0.4,0.008792639,0.000172054,0.005361943,-0.050667313,0.13,0.028780433,0.00965555,0.011650116,0.018417387,0.00848557,-0.3,-0.00159957,0.005829297,0.000978139,0.01068581,0.000914774,-0.001506229,0.001195775,0.001125672,-0.006069995,-0.007850775,0.006451635,-0.009928577,-0.021169422,0.015737377,0.050093945,-0.100379185,-0.091248671,0.005587719,-0.426666667,-0.166666667,-0.343333333,-0.466666667,0.016872046,0.011555067,-0.436456588,0.029515106,0.005636954,0.002992706,0.010651697,-0.007677099,0.010027955,0.003793737,-0.012364531,-0.011267414,-0.0113,-21,-0.016314874,-0.015837435,0.028865396,0.006804212,-0.010743089,-0.003983556,-0.004341092,0,0.015590914,0.023095979,-0.005120339,0.001041208,-0.024091746,-0.39,0.002229606,-0.046456588,0.313543412,-0.054731491,-0.082791961,-0.170659617,0.042085419,-0.094458448,-0.051624365,-0.026787316,-0.019293203,0.03509132,0.021787354,0.134029277,-0.055364691,-0.101536419,-0.129175396,0.040049846,0.026907453,0.040062582,0.018419554,-0.029081209,-0.080264836,0.005369093,0.02098698,-0.019494313,0.037199253,0.494018505,-0.110348057,-0.041756908,0.045256592,0.049325067,-0.007117468,0.068992871,-0.087542402,0.251529869,0.00653663,0.112417708,0,-0.217064505,-0.095265879,-0.029198749,-0.168252946,-0.026406665,0.005636738,-0.12913881,0.00117102,-0.144966872,-0.008304899,0.019511436,-0.043491231,-0.025787649,-0.007021761,-0.02338236
1993Q2,-0.008140446,0.017129434,0.074512917,0.089476443,0.03993016,0.07775422,-5.400602383,0.077942274,0.079539841,0.08920142,11.45989843,0.071238834,0.035013366,0.007738929,-0.005898323,0.022876725,0.014819613,0.034244803,0.037486106,0.000741494,-0.000172117,0.005311684,-0.015835547,-0.00255658,-0.00363184,0.008479335,0.007952629,0.012554219,0.007569507,0.007026499,0.001641134,0.007232491,0.009791368,0.00487946,0.01512425,0.014428553,0.009291958,-0.003002504,0.004265299,-0.009320314,0.000754061,-0.004492371,0.048162511,0.004723589,-0.004460662,-1.614899031,-0.424575,0.000377869,0.002744495,-0.00317207,0.004767021,0.011824945,0.001497417,-8.01E-05,0.053960072,0.004137967,0.00937183,0.000250901,-0.023345851,-0.013655449,1.190324031,0.005924627,0.01571688,0.02014883,0.00412991,0.011907165,0.020448631,0.005542172,0.018088589,-0.1,0.002206611,0.005194574,0.015915455,0.080881376,0.17,0.0211312,0.002508317,-0.043054177,0.013530503,0.005641661,0,-5.13E-05,0.005881759,0.004049082,0.01078677,0.000794303,0.013353168,0.009120412,0.002723653,0.003463266,-0.005793742,0.006410278,0.007366561,0.008629604,-0.027552712,-0.009820046,-0.00623055,-0.003189795,0.00176271,-0.26,-0.136666667,-0.3,-0.25,-0.006120666,-0.00610447,0.201655816,-0.031035872,-0.012734093,0.001071385,-0.019920374,0.006169636,0.197168542,-0.000688577,-0.005625262,0.017487359,-0.0094,-22,0.007354738,0.015837435,0.084755587,0.097959807,0.017361156,0.002167932,0.00097839,0.1,-0.007348617,-0.00373684,-0.002055499,-0.032544363,0.000731261,-0.19,0.003997043,0.391655816,0.201655816,0.003891416,0.00942909,0.121062676,-0.025784117,0.065751378,-0.006644543,-0.09237332,-0.013072082,-0.104934893,-0.109199292,-0.024692613,-0.189558305,-0.042095069,-0.010850016,0.096598138,-0.105092383,0.030389079,0.031439715,-0.040139168,0.022580471,0.021363969,-0.029622302,-0.249281712,-0.122446739,-0.227389842,-0.042559614,0.09693447,0.073897246,0.047006042,0.014184635,0.209720531,-0.045640258,0.516268771,0.190126781,0.00756624,-0.082561601,0,-0.030371575,-0.093956618,-0.041797129,-0.011534153,-0.046618471,0,-0.168029816,-0.027925307,-0.06821225,-0.038268461,-0.072312673,0.089757838,0.061312463,0.151677847
1993Q3,-0.020294926,0.017927551,0.072860998,0.0288969,0.067597374,0.077497775,-3.399087604,0.056202854,0.078535116,0.10357683,17.48225155,0.050795588,0.01619394,-0.002919994,-0.017682013,0.004815355,0.008025765,0.032384269,0.037021046,0.004137544,0.003221974,0.001075478,0.001374096,0.013722754,0.007991636,0.006329857,0.007954731,0.002853215,0.004223354,0.009203415,0.010037375,0.004623727,0.010840319,-0.000397377,0.022518191,0.022567861,0.009565788,-0.002608092,0.000595827,-0.010026408,0.001325515,-0.002565607,0.034938628,0.003487374,-0.003183836,-0.971124063,-1.014743,-0.045473733,-0.101243894,0.038181509,0.006877632,0.024834917,0.002985029,0.003030848,0.069521873,-0.004534921,0.00216823,-0.004980432,0.012477596,0.048013688,-0.043618937,0.00486153,0.015296152,0.01253478,0.010806887,-0.002668882,0.013088569,0.005536496,0.015794144,-0.2,0.004067955,0.002625999,0.01436994,0.025719887,0,0.017553173,0.006513974,0.047831124,0.006290835,0.000438276,-0.3,-0.002457692,0.002945155,0.008109676,0.008732392,-0.000511328,-0.001341971,0.003152919,-0.000680218,-0.008888641,0.002012689,0.006369448,0.000299636,0.00164433,0.003953977,0.016313575,0,0.003189795,0.00058688,-0.293333333,-0.353333333,-0.41,-0.433333333,0.004912584,-0.007124551,-0.297337662,-0.021794973,0.010013982,0.005389024,0.000556288,0.000992518,0.032471206,-0.014224043,-0.0123667,-0.012507695,0.0094,-23,0.020965459,0.007825641,0.050343013,0.066098709,-0.016000621,0.002374777,0.001551037,0.1,-0.008722201,0.081241934,-0.009302393,-0.020553819,-0.005252562,-0.25,-0.002969317,-0.047337662,0.452662338,-0.104600473,-0.104318306,0.015290818,-0.013776048,0.004415018,0.133947973,0.227600107,0.212561442,0.01268516,0.019048195,-0.016201975,0.042655176,0.063990999,0.083672476,0.203546843,-0.044776781,0.11065261,0.084736623,0.12496236,-0.100829051,0.035537759,0.053300457,0.059812933,-0.030754493,-0.323787077,0.224881171,0.041570778,0.040273899,-0.074107972,0.013986242,-0.160930367,-0.031825991,-0.127207124,0.122816585,-0.070249943,0.004089985,0,0.04395052,-0.007779719,-0.037271395,-0.002322881,0.026676224,0,0.024470375,-0.058565236,-0.126904637,-0.20186757,-0.08051803,0.040856769,0.019022455,0.096091735
1993Q4,-0.019249553,0.020699785,0.078724177,0.047734749,0.111530944,0.07995533,-1.829118153,0.071550175,0.074816228,0.090157175,8.518774829,0.066238133,0.030593958,0.000947303,-0.01664778,-0.016937319,0.049175118,0.033939509,0.035170662,0.002615159,0.005615982,0.002454876,-0.009722916,0.027161416,0.008769628,0.007650286,0.008754523,0.004615778,0.003475913,0.001752831,-0.00040968,0.006491824,0.010656646,0.003376918,0.018872265,0.014938479,0.010187156,-0.001446051,0.010798371,-0.004398794,0.002310525,-0.001248296,0.031985069,0.003177693,-0.001661395,-0.707971296,-0.668733,-0.058035623,-0.090066985,-0.009988581,0.003117966,0.002432898,0.009388672,0.002782831,0.040282118,0.000761759,0.004625214,-0.005418319,-0.025453382,0.00896318,0.039238296,0.013264149,0.014540904,0.035570687,0.007017573,0.031749356,0.039382559,0.004351106,0.01508791,1,0.014954612,0.003060132,0.012886776,0.098660308,0.16,0.037927215,0.01022779,-0.016386675,-0.000219383,0.00313537,-0.2,0.00356994,0.00485517,-0.000374335,0.003370927,0.002879607,0.002876928,0.000524521,-0.000362972,-0.003981164,0.005115547,0.009478744,0.001161175,-0.003848606,0.008664169,-0.042981823,0.048790164,0.043620622,0.006549635,0.093333333,-0.116666667,-0.073333333,0.06,0.0204275,0.006137264,-0.671658636,-0.015587942,0.014889662,-0.001149083,-0.020879769,-0.003105018,-0.070588338,-0.01336633,0.005002902,0.00275582,-0.0081,-26,-0.007437307,-0.00334635,-0.037597822,-0.01882547,0.017351419,0.004822918,0.002631255,0.2,0.003593679,-0.035018478,-0.018868484,-0.027037924,-0.015178918,-0.6933,-0.001875267,0.021641364,-0.671658636,-0.068186509,-0.060841659,0.004542021,-0.011414201,-0.003369708,0.146205834,0.029213372,0.066862945,-0.016949558,0.00938974,-0.042638525,-0.008830079,0.112207818,0.09763847,0.025125948,0.028560209,-0.035961718,0.089940957,-0.039943866,-0.07490291,0.131566394,0.136772332,0.362746608,0.127718014,0.084557388,-0.042559614,-0.071991374,-0.048527041,-0.022223137,0,0.076372979,-0.008145148,-0.247488786,4.77E-05,0.005376357,-0.008196767,0,0.17744451,0.078527611,0.137741925,-0.019443622,-0.080044379,0,-0.137284134,0.078017949,-0.012377076,0.006428914,0.047942314,-0.004449158,-0.028484518,-0.017192401
1994Q1,0.002779722,0.030007907,0.089995648,0.046111713,0.004616129,0.085639964,14.04479799,0.074081052,0.084229681,0.064464488,28.63040478,0.058813478,-0.001141619,0.034266454,0.005049461,-0.051541852,-0.089383123,0.028438963,0.024083279,0.009223492,0.000756287,0.007312217,0.010161159,0.02588864,0.024807091,0.00536524,0.008594205,0.005550388,0.005766592,0.000203194,0.009230809,0.001840322,0.014824756,0.00406694,0.020512669,0.045812649,0.011359636,0.004557141,-0.007839016,-0.010458903,0.00119486,-0.000830322,0.017650826,0.001803256,-0.000838441,-0.572128577,-0.335791,-0.020196087,-0.077007502,0.065021036,0.003553391,0.001019747,0.009499832,0.009120742,0.105557954,-0.005156554,0.004897263,-0.000580932,-0.034609355,0.013072739,0.236337577,0.009762109,0.014936019,0.006409385,0.003673773,0.009777747,0.023030327,0.006925908,0.016325339,0.4,0.012227181,0.003413183,0.016508311,-0.030212774,0,0.014361283,0.008744857,0.02242895,0.021899221,0.009852296,0,-0.003183933,0.008724453,0.003833316,0.013162654,0.002676565,-0.009982711,-0.001049318,0.004550299,-0.00048716,0.003660702,0.00938974,-0.00313702,-0.013132092,0.015626096,0.120781539,0.043675064,0.050530809,0.006984658,0.28,0.003333333,0.273333333,0.236666667,0.002632199,0.009890019,0.093245555,0.008707136,0.039202308,0.000575297,0.044718209,0.00783437,0.025545932,-0.000708549,-0.000648859,-0.008274607,0.0017,-29,-0.000314367,0.005571045,0.02797938,0.013127032,0.002358251,-0.001203551,-0.002522772,0.2,0.009283571,0.03397196,-0.003179653,0.009323272,0.000372972,-0.12,0.001090635,0.213245555,0.093245555,-0.091076464,-0.06216332,0.092284459,-0.086547663,0.034129231,-0.043765028,0.055984767,0.014815086,-0.041445408,-0.021252276,-0.153204158,0.056049151,0.130606559,0.15256051,0.172492657,0.074367443,0.045658763,0.08819673,-0.025398191,0.108307854,0.069582087,0.060297634,0.09119283,0,0.432133355,-0.226773319,-0.022121917,-0.016713481,0.005602256,0.006920443,0.070951736,-0.004156688,-0.111794263,-0.088066748,0.314791171,0.056014642,0,0.086707541,0.088076994,0.107930739,-0.002500832,0.147602458,-0.094382456,0.110814548,0.135796445,0.113310448,0.17927437,0.029306895,0.02780021,0.049074021,0.134975436
1994Q2,-0.021588153,0.023831728,0.078116588,0.091215186,0.163159382,0.075274426,18.10567197,0.094833044,0.05942723,0.024004472,-31.28359786,0.086818226,0.05162674,-0.032016367,-0.027716389,-0.044525475,0.053720077,0.031793345,0.028951182,0.006208958,0.002876621,-0.000977859,0.01608453,0.023768946,0.028502071,0.00643978,0.00701778,0.001348973,0.003521305,0.00374892,0.000331706,0.006573084,0.012890864,0.007552699,0.021526159,0.004849331,0.013801587,-0.002513114,-0.000520611,-0.010910485,0.000619871,-0.000246763,0.007569935,0.000770551,0.000617303,-0.47,0.886667,0.110459199,0.140229341,0.065803985,0.001224443,-0.005550764,0.008840239,0.008105523,0.06834217,0.001343741,0.007799462,-0.00810667,-0.05713507,-0.033428101,1.356667,0.01357155,0.013271311,0.02333668,0.010215339,0.033195433,0.036593704,0.004922533,0.014078576,1.2,0.017840219,0.001956164,0.013758816,0.052958504,0.44,0.024054728,0.023090866,-0.02690886,0.018329165,0.017648988,-0.4,0.000565828,0.00573494,0.003255199,0.00649301,0.002043233,0.008020959,0.005105057,0.003956161,0.009399607,-5.78E-05,0.003110422,-0.000868732,-0.005815142,-0.010423482,0.240948176,0.228258652,0.231801614,0.010536717,0.463333333,-0.263333333,0.236666667,0.29,0.00349288,-0.010444218,0.38240298,0.012281727,0.016209493,0.004061286,0.004046898,0.017749271,0.042036986,0.022772118,0.000411056,0.016130564,-0.0074,-26,0.029203113,0.026317308,0.019833192,0.070227852,-0.011012292,0.001699594,0.002213572,-0.1,-0.011198592,0.033817783,0.024122827,0.029630543,0.023949563,0.0166,0.004219991,0.36580298,0.38240298,0.155766106,0.148149161,-0.214230225,-0.015417264,-0.147711906,0.071095922,0.353948909,0.410355093,-0.031676857,-0.129787982,0.028293509,-0.016913722,0.03454575,0.053244515,0.015458292,0.187088144,-0.058365415,-0.009106494,-0.049433458,-0.057278692,-0.099026689,-0.106060949,-0.303100308,-0.050376547,-0.414275738,0.103540679,-0.047146778,0.075711822,0.005571045,0.020478531,0.053345981,0.023312595,0.110011442,0.100639371,0.098684661,0.148017402,0,0.052821974,0.043647713,0.123997642,-0.015974781,0.069407226,0,0.135395273,0.008026566,0.037760498,0.045224277,-0.019524189,-0.007469803,0.012525909,0.020000667
